name,zip,county,district,latitude,longitude
Érsekvadkert,2659,Nógrád,,48.00111965,19.20851639323321
Balassagyarmat,2660,Nógrád,,48.060327,19.28920214723344
Patvarc,2668,Nógrád,,48.07117395,19.342027629153677
Ipolyvece,2669,Nógrád,,48.0533024,19.10900048104228
Őrhalom,2671,Nógrád,,48.06774555,19.387938308282223
Hugyag,2672,Nógrád,,48.0821071,19.43874902740265
Csitár,2673,Nógrád,,48.04762155,19.422485198836746
Iliny,2674,Nógrád,,48.02088,19.432365459806363
Nógrádmarcal,2675,Nógrád,,48.02572675,19.38295493671982
Cserhátsurány,2676,Nógrád,,47.98150955,19.421268204406292
Herencsény,2677,Nógrád,,47.962023849999994,19.495006052650545
Csesztve,2678,Nógrád,,48.0172766,19.28500648853903
Galgagyörk,2681,Pest,,47.73520415,19.382464625534183
Püspökhatvan,2682,Pest,,47.77087365,19.349173759926337
Acsa,2683,Pest,,47.7944495,19.381820908031337
Nógrádsáp,2685,Nógrád,,47.84352945,19.348869896481368
Galgaguta,2686,Nógrád,,47.84270495,19.395943554690206
Bercel,2687,Nógrád,,47.87340655,19.427668904467332
Vanyarc,2688,Nógrád,,47.8180564,19.46023329039181
Nógrádkövesd,2691,Nógrád,,47.87606074999999,19.35675209254438
Szécsénke,2692,Nógrád,,47.90272625,19.33251799751603
Becske,2693,Nógrád,,47.91555255,19.364711504441658
Magyarnándor,2694,Nógrád,,47.969537849999995,19.347865699721353
Terény,2696,Nógrád,,47.93589325,19.461617681148613
Szanda,2697,Nógrád,,47.92029755,19.424570962234068
Mohora,2698,Nógrád,,47.99272235,19.32606643612798
Szügy,2699,Nógrád,,48.03114635,19.325135688492956
Nyársapát,2712,Pest,,47.100041950000005,19.822908141917466
Csemő,2713,Pest,,47.1158995,19.674628203346003
Pilis,2721,Pest,,47.286538449999995,19.559418885445062
Nyáregyháza,2723,Pest,,47.2668577,19.47720064565685
Újlengyel,2724,Pest,,47.2234727,19.469660332827534
Albertirsa,2730,Pest,,47.24622145,19.620721294194617
Dánszentmiklós,2735,Pest,,47.2182728,19.547569425130582
Mikebuda,2736,Pest,,47.167401999999996,19.62578196
Ceglédbercel,2737,Pest,,47.22518215,19.676200107309565
Abony,2740,Pest,,47.18804915,20.01686437273958
Kőröstetétlen,2745,Pest,,47.102206949999996,20.02152124786806
Jászkarajenő,2746,Pest,,47.04852785,20.02373532918869
Törtel,2747,Pest,,47.112962,19.94440138293809
Kocsér,2755,Pest,,47.01742835,19.94886462209304
Nagykáta,2760,Pest,,47.418237250000004,19.78075165650852
Tápióbicske,2764,Pest,,47.356939600000004,19.691100403815952
Farmos,2765,Pest,,47.37477885,19.869567561587445
Tápiószele,2766,Pest,,47.3370562,19.886913708835863
Tápiógyörgye,2767,Pest,,47.3245199,19.959337052804983
Újszilvás,2768,Pest,,47.264342400000004,19.937562148355763
Tápiószőlős,2769,Pest,,47.2886691,19.85326222598829
Gyermely,2821,Komárom-Esztergom,,47.600243899999995,18.602352065472818
Szomor,2822,Komárom-Esztergom,,47.596375,18.686623511950152
Vértessomló,2823,Komárom-Esztergom,,47.505866600000004,18.39079228222132
Várgesztes,2824,Komárom-Esztergom,,47.47146805,18.40044937
Tarján,2831,Komárom-Esztergom,,47.5917383,18.51105802289554
Héreg,2832,Komárom-Esztergom,,47.64889865,18.512272338791757
VértesTolna,2833,Komárom-Esztergom,,47.62042105,18.452597815632494
Tardos,2834,Komárom-Esztergom,,47.660597800000005,18.452066117863104
Baj,2836,Komárom-Esztergom,,47.638714449999995,18.393245796071927
Vértesszőlős,2837,Komárom-Esztergom,,47.611362549999996,18.39538867637648
Környe,2851,Komárom-Esztergom,,47.5616129,18.321390988813068
Kecskéd,2852,Komárom-Esztergom,,47.516017950000005,18.30576004241439
Kömlőd,2853,Komárom-Esztergom,,47.5502801,18.248600803347966
Dad,2854,Komárom-Esztergom,,47.51814755,18.23779034381068
Bokod,2855,Komárom-Esztergom,,47.4731916,18.249132970063698
Szákszend,2856,Komárom-Esztergom,,47.54273015,18.176402282627862
Császár,2858,Komárom-Esztergom,,47.5106879,18.13914486933777
Vérteskethely,2859,Komárom-Esztergom,,47.47885885,18.093775760707228
Bakonysárkány,2861,Komárom-Esztergom,,47.43893625,18.096044069823506
Aka,2862,Komárom-Esztergom,,47.405324050000004,18.078719402016745
Horpács,2658,Nógrád,,47.99752600302637,19.130208249203847
Tápiószentmárton,2711,Pest,,47.34092847842383,19.75372106591872
Debercsény,2694,Nógrád,,47.9653371,19.315952316979807
Cegléd,2738,Pest,Budai út,47.20947879960609,19.72724875791071
Kisbér,2870,Komárom-Esztergom,,47.474082499999994,18.04397591125131
Ászár,2881,Komárom-Esztergom,,47.51882305,18.002359854067386
Kerékteleki,2882,Komárom-Esztergom,,47.531080599999996,17.949241331823195
Bársonyos,2883,Komárom-Esztergom,,47.51461765,17.916772406292537
Bakonyszombathely,2884,Komárom-Esztergom,,47.4613672,17.967704626858023
Bakonybánk,2885,Komárom-Esztergom,,47.46677835,17.903175610233394
Réde,2886,Komárom-Esztergom,,47.41709815,17.938769713100527
Ácsteszér,2887,Komárom-Esztergom,,47.41100585,18.01918896053376
Csatka,2888,Komárom-Esztergom,,47.3772352,17.97367723420708
Súr,2889,Komárom-Esztergom,,47.36622855,18.036951046918105
Szomód,2896,Komárom-Esztergom,,47.686459799999994,18.347262003200413
Dunaszentmiklós,2897,Komárom-Esztergom,,47.6968301,18.392823191502043
Kocs,2898,Komárom-Esztergom,,47.599087049999994,18.205992901825994
Naszály,2899,Komárom-Esztergom,,47.6877128,18.250649028998218
Mocsa,2911,Komárom-Esztergom,,47.67001495,18.167506176585505
Almásfüzitő,2931,Komárom-Esztergom,,47.731971900000005,18.24705801689462
Ács,2941,Komárom-Esztergom,,47.705869750000005,17.976632756050165
Nagyigmánd,2942,Komárom-Esztergom,,47.6216578,18.09636441822884
Bábolna,2943,Komárom-Esztergom,,47.6379168,17.996566046689367
Bana,2944,Komárom-Esztergom,,47.6458466,17.925530826763797
Tárkány,2945,Komárom-Esztergom,,47.579346,17.98202057987647
Csép,2946,Komárom-Esztergom,,47.578573750000004,18.073724331027634
Ete,2947,Komárom-Esztergom,,47.53088755,18.08769398909335
Kisigmánd,2948,Komárom-Esztergom,,47.6601522,18.10208612842153
Csém,2949,Komárom-Esztergom,,47.68492415,18.07976148801508
Kerekharaszt,3009,Heves,,47.679308000000006,19.620222678427726
Heréd,3011,Heves,,47.71440565,19.64608958758153
Nagykökényes,3012,Heves,,47.73803755,19.608821096381934
Ecséd,3013,Heves,,47.72893955,19.77407735660905
Hort,3014,Heves,,47.69488185,19.789826013548655
Csány,3015,Heves,,47.6371535,19.81656137667394
Boldog,3016,Heves,,47.6209836,19.68414464862874
Lőrinci,3021,Heves,,47.7397115,19.665453297944666
Petőfibánya,3023,Heves,,47.7551502,19.70411757154375
Zagyvaszántó,3031,Heves,,47.774559100000005,19.66626088
Apc,3032,Heves,,47.79605185,19.689052937161204
Rózsaszentmárton,3033,Heves,,47.783607849999996,19.74003152252052
Szűcsi,3034,Heves,,47.794296349999996,19.76611204879894
Gyöngyöspata,3035,Heves,,47.837424299999995,19.766603764123886
Gyöngyöstarján,3036,Heves,,47.831271799999996,19.845723773279552
Héhalom,3041,Nógrád,,47.7672194,19.59409152519101
Palotás,3042,Nógrád,,47.795300850000004,19.60918418559465
Egyházasdengeleg,3043,Nógrád,,47.79658565,19.547873249011893
Szirák,3044,Nógrád,,47.823894249999995,19.525902084336145
Bér,3045,Nógrád,,47.87463455,19.500039826964837
Kisbágyon,3046,Nógrád,,47.8257963,19.58605756144701
Buják,3047,Nógrád,,47.8850773,19.548561274633254
Szarvasgede,3051,Nógrád,,47.825793,19.631564759918152
Csécse,3052,Nógrád,,47.8623144,19.622877393227128
Ecseg,3053,Nógrád,,47.90709525,19.60747217942621
Pásztó,3060,Nógrád,,47.90677855,19.71559712605343
Jobbágyi,3063,Nógrád,,47.8252215,19.68360001607433
Szurdokpüspöki,3064,Nógrád,,47.865614,19.709429202948435
Kutasó,3066,Nógrád,,47.9467029,19.555886953737012
Felsőtold,3067,Nógrád,,47.974159,19.62315341859673
Mátraszőlős,3068,Nógrád,,47.961548,19.679222113682656
Alsótold,3069,Nógrád,,47.955825149999995,19.595588709042026
Bátonyterenye,3070,Nógrád,,47.97905005,19.8380757
Tar,3073,Nógrád,,47.94958975,19.753580643588293
Sámsonháza,3074,Nógrád,,47.9916493,19.728115745470458
Kisbárkány,3075,Nógrád,,48.013214149999996,19.69535414
Mátraverebély,3077,Nógrád,,47.98760365,19.780169822575317
Somoskőújfalu,3121,Nógrád,,48.158550250000005,19.82848000164787
Cered,3123,Nógrád,,48.1385345,19.971240628799432
Zabar,3124,Nógrád,,48.1448448,20.060653569283392
Szilaspogony,3125,Nógrád,,48.10909865,20.008712040323804
Bárna,3126,Nógrád,,48.09588745,19.922792975649767
Kazár,3127,Nógrád,,48.0692096,19.847448401335168
Vizslás,3128,Nógrád,,48.04804745,19.82055941639406
Lucfalva,3129,Nógrád,,48.03708335,19.71127805379686
Sóshartyán,3131,Nógrád,,48.064885849999996,19.688371016885625
Nógrádmegyer,3132,Nógrád,,48.06158225,19.624125174180747
Magyargéc,3133,Nógrád,,48.081517700000006,19.594853615088567
Piliny,3134,Nógrád,,48.154555,19.60590658930983
Szécsényfelfalu,3135,Nógrád,,48.1527392,19.56982243562065
Etes,3136,Nógrád,,48.111622499999996,19.722301187862815
Karancsberény,3137,Nógrád,,48.1832461,19.74480043
Ipolytarnóc,3138,Nógrád,,48.231228,19.63672556717227
Mátraszele,3142,Nógrád,,48.0653647,19.90392263730257
Mátranovák,3143,Nógrád,,48.05043395,19.976128601925087
Márkháza,3075,Nógrád,,48.01445177625392,19.719059154080146
Nagybárkány,3075,Nógrád,,47.99870073634191,19.701677065657503
Cserhátszentiván,3066,Nógrád,,47.93910741881272,19.58105777081812
Bátonyterenye,3071,Nógrád,Nagybátony,47.96941972366004,19.831994139886206
Komárom,2903,Komárom-Esztergom,Koppánymonostor,47.74979563435131,18.037529155429475
Mátraterenye,3146,Nógrád,Nádújfalu,48.013035329366645,19.976187465988417
Salgótarján,3141,Nógrád,Zagyvaróna,48.121841231475614,19.861948133149372
Mátranovák,3144,Nógrád,Bányatelep,48.03333790981795,19.964438681251842
Mátraterenye,3145,Nógrád,Homokterenye,48.040074592213735,19.936851715576058
Salgótarján,3109,Nógrád,Salgóbánya,48.14471785219796,19.858616879970743
Salgótarján,3104,Nógrád,Zagyvapálfalva,48.06555249069339,19.78686051959855
Salgótarján,3102,Nógrád,Baglyasalja,48.09990550640035,19.772874166649242
Rákóczibánya,3151,Nógrád,,48.02384295,19.86422183666378
Nemti,3152,Nógrád,,48.017203,19.90474939747738
Dorogháza,3153,Nógrád,,47.972199599999996,19.887007778234626
Szuha,3154,Nógrád,,47.9609795,19.916019981367604
Mátramindszent,3155,Nógrád,,47.9758032,19.944588120623486
Kishartyán,3161,Nógrád,,48.0755069,19.724113581493455
Ságújfalu,3162,Nógrád,,48.098613549999996,19.67742560680238
Karancsság,3163,Nógrád,,48.117563649999994,19.65595531771509
Endrefalva,3165,Nógrád,,48.1230746,19.579527944576274
Szécsény,3170,Nógrád,,48.086897,19.520336550518373
Nagylóc,3175,Nógrád,,48.02780225,19.60432759934255
Hollókő,3176,Nógrád,,47.99786075,19.589439791378357
Rimóc,3177,Nógrád,,48.0138123,19.55612207889974
Varsány,3178,Nógrád,,48.02787265,19.473660514360386
Nógrádsipek,3179,Nógrád,,47.9942097,19.511031635478936
Karancsalja,3181,Nógrád,,48.12950505,19.765794328207605
Karancslapujtő,3182,Nógrád,,48.151336650000005,19.743328030545023
Karancskeszi,3183,Nógrád,,48.1744606,19.695378075329593
Mihálygerge,3184,Nógrád,,48.20498875,19.644398658488647
Egyházasgerge,3185,Nógrád,,48.19030675,19.66056807019829
Litke,3186,Nógrád,,48.19782305,19.591846830872946
Nógrádszakál,3187,Nógrád,,48.182841999999994,19.548596810179404
Ludányhalászi,3188,Nógrád,,48.136331999999996,19.522513799588907
Gyöngyösoroszi,3211,Heves,,47.84754035,19.887938274336967
Gyöngyöshalász,3212,Heves,,47.73861065,19.916055623605637
Atkár,3213,Heves,,47.704450050000005,19.87798938339043
Nagyréde,3214,Heves,,47.7602878,19.841096153928206
Gyöngyössolymos,3231,Heves,,47.855065800000006,19.934351000679044
Cigánd,3973,Borsod-Abaúj-Zemplén,,48.265861099999995,21.885196404637334
Mátraszentimre,3235,Heves,,47.909685550000006,19.847929211113723
Parád,3240,Heves,,47.9029431,20.03200797417287
Bodony,3243,Heves,,47.94952065,20.012644070524175
Recsk,3245,Heves,,47.937404900000004,20.117876581527028
Mátraderecske,3246,Heves,,47.952107350000006,20.077979253816515
Mátraballa,3247,Heves,,47.9831955,20.02389866888459
Ivád,3248,Heves,,48.02899755,20.031599325388612
Pétervására,3250,Heves,,48.0313556,20.06082860382984
Erdőkövesd,3252,Heves,,48.0501913,20.07617137280701
Istenmezeje,3253,Heves,,48.0931465,20.031983555821277
Váraszó,3254,Heves,,48.08953635,20.092793118218218
Fedémes,3255,Heves,,48.03408215,20.19913828507647
Kisfüzes,3256,Heves,,47.9882887,20.132236479676067
Bükkszenterzsébet,3257,Heves,,48.07110915,20.134239265036925
Tarnalelesz,3258,Heves,,48.069171850000004,20.168474422916855
Szentdomonkos,3259,Heves,,48.0839072,20.205012464724135
Abasár,3261,Heves,,47.8165583,20.01695981927361
Markaz,3262,Heves,,47.8326835,20.05704814001617
Domoszló,3263,Heves,,47.8314294,20.111358938313906
Kisnána,3264,Heves,,47.85637375,20.143353377559976
Vécs,3265,Heves,,47.7983593,20.165752480703897
Visonta,3271,Heves,,47.77795945,20.011880887822194
Halmajugra,3273,Heves,,47.7630827,20.06300500147053
Ludas,3274,Heves,,47.72538,20.091209342434784
Detk,3275,Heves,,47.7602436,20.108839500392683
Karácsond,3281,Heves,,47.72652665,20.02391517520765
Nagyfüged,3282,Heves,,47.680244450000004,20.093288487208895
Tarnazsadány,3283,Heves,,47.682680500000004,20.16224745595966
Tarnaméra,3284,Heves,,47.6344993,20.16090829263323
Vámosgyörk,3291,Heves,,47.68280905,19.932337149886102
Adács,3292,Heves,,47.68791935,20.004975531240888
Visznek,3293,Heves,,47.636437,20.040078330635666
Tarnaörs,3294,Heves,,47.58373195,20.06271694623996
Erk,3295,Heves,,47.6142028,20.089704330504823
Zaránk,3296,Heves,,47.6425004,20.10721366349025
Egerbakta,3321,Heves,,47.9362854,20.286203178821687
Hevesaranyos,3322,Heves,,48.00853065,20.204222007993415
Szarvaskő,3323,Heves,,47.98622615,20.332940799446146
Felsőtárkány,3324,Heves,,47.9985813,20.43420695908009
Noszvaj,3325,Heves,,47.93591885,20.48414047891417
Ostoros,3326,Heves,,47.8563779,20.444413155170114
Novaj,3327,Heves,,47.8459289,20.48859467779399
Egerszólát,3328,Heves,,47.87016,20.276308190400993
Tarnaszentmária,3331,Heves,,47.87953415,20.191718452292488
Sirok,3332,Heves,,47.934069050000005,20.195135063770515
Terpes,3333,Heves,,47.9787219,20.157452679173204
Szajla,3334,Heves,,47.9652224,20.154542909395737
Bükkszék,3335,Heves,,47.9943902,20.171207722423205
Bátor,3336,Heves,,47.9880713,20.25940304901254
Egerbocs,3337,Heves,,48.013994100000005,20.255405233799372
Szúcs,3341,Heves,,48.05047295,20.25332992891954
Bekölce,3343,Heves,,48.07978115,20.27121450371792
Mikófalva,3344,Heves,,48.04875275,20.307297500364083
Mónosbél,3345,Heves,,48.024992350000005,20.339590892826646
Bélapátfalva,3346,Heves,,48.0516465,20.373067718469144
Balaton,3347,Heves,,48.1001099,20.304754478528643
Szilvásvárad,3348,Heves,,48.092455400000006,20.400930655686633
Nagyvisnyó,3349,Heves,,48.10652735,20.45093746633628
Kál,3350,Heves,,47.721017149999994,20.29919865647833
Verpelét,3351,Heves,,47.8654316,20.23811739791256
Feldebrő,3352,Heves,,47.8133117,20.24948327464695
Aldebrő,3353,Heves,,47.78365825,20.21189416567325
Tófalu,3354,Heves,,47.7790046,20.254200410075722
Kápolna,3355,Heves,,47.75945605,20.25069179286514
Kompolt,3356,Heves,,47.71939555,20.226953253960662
Nagyút,3357,Heves,,47.71730805,20.16027541833373
Erdőtelek,3358,Heves,,47.6896694,20.32384028034243
Tenk,3359,Heves,,47.65133994999999,20.347740562344917
Heves,3360,Heves,,47.5998837,20.274530095955008
Boconád,3368,Heves,,47.64082425,20.21276011846694
Bükkszentmárton,3346,Heves,,48.071427817918696,20.330859959568862
Mátraszentimre,3234,Heves,Galyatető,47.91367084521307,19.92014996692088
Gyöngyös,3232,Heves,Mátrafüred,47.82668303965151,19.96971854
Tarnabod,3369,Heves,,47.67941785,20.237052580686242
Átány,3371,Heves,,47.62014945,20.359249452799745
Kömlő,3372,Heves,,47.6068367,20.441634852808818
Besenyőtelek,3373,Heves,,47.6599236,20.524153932186017
Dormánd,3374,Heves,,47.70256595,20.384661906894276
Mezőtárkány,3375,Heves,,47.694538300000005,20.49743306836421
Szihalom,3377,Heves,,47.77773365,20.48771321406317
Mezőszemere,3378,Heves,,47.751005,20.533773880557572
Egerfarmos,3379,Heves,,47.72197165,20.541108349028875
Pély,3381,Heves,,47.4816892,20.36357638
Tarnaszentmiklós,3382,Heves,,47.532036950000006,20.38547862191532
Hevesvezekény,3383,Heves,,47.5525721,20.345606369310577
Kisköre,3384,Heves,,47.51738025,20.47791449573036
Tiszanána,3385,Heves,,47.56143585,20.513461255618147
Sarud,3386,Heves,,47.5883738,20.573425105516847
Újlőrincfalva,3387,Heves,,47.5878229,20.665776658178153
Poroszló,3388,Heves,,47.65331605,20.666455412572333
Füzesabony,3390,Heves,,47.75369435,20.38983069793489
Egerszalók,3394,Heves,,47.87705465,20.321913679397714
Demjén,3395,Heves,,47.825512599999996,20.337941695579772
Kerecsend,3396,Heves,,47.78176315,20.33464302959807
Maklár,3397,Heves,,47.79647455,20.413995603661363
Nagytálya,3398,Heves,,47.8244404,20.413945215597618
Andornaktálya,3399,Heves,,47.8506988,20.402228026603595
Szomolya,3411,Borsod-Abaúj-Zemplén,,47.88272095,20.49119148320196
Bogács,3412,Borsod-Abaúj-Zemplén,,47.8937558,20.546210855684713
Cserépfalu,3413,Borsod-Abaúj-Zemplén,,47.97127605,20.549007977181876
Bükkzsérc,3414,Borsod-Abaúj-Zemplén,,48.0012095,20.49995499
Tard,3416,Borsod-Abaúj-Zemplén,,47.88102095,20.59932435165536
Cserépváralja,3417,Borsod-Abaúj-Zemplén,,47.934562,20.568956205747433
Szentistván,3418,Borsod-Abaúj-Zemplén,,47.73946,20.75931463085415
Mezőnyárád,3421,Borsod-Abaúj-Zemplén,,47.859310050000005,20.660553021381062
Bükkábrány,3422,Borsod-Abaúj-Zemplén,,47.886776999999995,20.70097395063441
Tibolddaróc,3423,Borsod-Abaúj-Zemplén,,47.91178375,20.63718902332209
Kács,3424,Borsod-Abaúj-Zemplén,,47.9784469,20.598953310153995
Sály,3425,Borsod-Abaúj-Zemplén,,47.9505616,20.660227830665587
Borsodgeszt,3426,Borsod-Abaúj-Zemplén,,47.9586744,20.69309694678259
Vatta,3431,Borsod-Abaúj-Zemplén,,47.913382,20.73901380880588
Emőd,3432,Borsod-Abaúj-Zemplén,,47.924919,20.812526127029997
Nyékládháza,3433,Borsod-Abaúj-Zemplén,,47.994551,20.84149738604028
Mályi,3434,Borsod-Abaúj-Zemplén,,48.01789185,20.823036657155022
Mezőkeresztes,3441,Borsod-Abaúj-Zemplén,,47.81747824999999,20.67593862569506
Csincse,3442,Borsod-Abaúj-Zemplén,,47.8813099,20.78521879141872
Mezőnagymihály,3443,Borsod-Abaúj-Zemplén,,47.784028750000004,20.786627380153373
Gelej,3444,Borsod-Abaúj-Zemplén,,47.834235250000006,20.77826670986488
Mezőcsát,3450,Borsod-Abaúj-Zemplén,,47.82473745,20.888011499076548
Tiszakeszi,3458,Borsod-Abaúj-Zemplén,,47.78121065,21.00316994712522
Igrici,3459,Borsod-Abaúj-Zemplén,,47.87278955,20.875340272189195
Egerlövő,3461,Borsod-Abaúj-Zemplén,,47.72788875,20.61638070121773
Borsodivánka,3462,Borsod-Abaúj-Zemplén,,47.7041965,20.641706192653515
Négyes,3463,Borsod-Abaúj-Zemplén,,47.7168602,20.720328372078267
Tiszavalk,3464,Borsod-Abaúj-Zemplén,,47.68913665,20.741319034952404
Tiszabábolna,3465,Borsod-Abaúj-Zemplén,,47.6955351,20.803647646846173
Tiszadorogma,3466,Borsod-Abaúj-Zemplén,,47.69720785,20.86050740983874
Ároktő,3467,Borsod-Abaúj-Zemplén,,47.736797949999996,20.945470263226255
Miskolc,3501,Borsod-Abaúj-Zemplén,,48.06598305,20.69477857416321
Miskolc,3508,Borsod-Abaúj-Zemplén,,48.07047885,20.78473562757759
Miskolc,3515,Borsod-Abaúj-Zemplén,,48.080205649999996,20.764613027103962
Miskolc,3516,Borsod-Abaúj-Zemplén,,48.047236999999996,20.80124004691813
Miskolc,3517,Borsod-Abaúj-Zemplén,,48.09862185,20.57248768172274
Miskolc,3518,Borsod-Abaúj-Zemplén,,48.1276852,20.687875369976684
Miskolc,3519,Borsod-Abaúj-Zemplén,,48.05196345,20.750202908814124
Miskolc,3521,Borsod-Abaúj-Zemplén,,48.071222649999996,20.841593226172723
Miskolc,3524,Borsod-Abaúj-Zemplén,,48.09123155,20.77217600411167
Miskolc,3525,Borsod-Abaúj-Zemplén,,48.1179674,20.765364184301397
Miskolc,3526,Borsod-Abaúj-Zemplén,,48.12159285,20.78662916
Miskolc,3527,Borsod-Abaúj-Zemplén,,48.1134121,20.824820993123055
Miskolc,3528,Borsod-Abaúj-Zemplén,,48.083084150000005,20.826462443501246
Miskolc,3529,Borsod-Abaúj-Zemplén,,48.08587535,20.78841849575635
Miskolc,3530,Borsod-Abaúj-Zemplén,,48.0996978,20.783693976440233
Miskolc,3531,Borsod-Abaúj-Zemplén,,48.09566545,20.747319319746964
Miskolc,3532,Borsod-Abaúj-Zemplén,,48.1259988,20.71903591
Miskolc,3533,Borsod-Abaúj-Zemplén,,48.087367799999996,20.74085141641938
Miskolc,3534,Borsod-Abaúj-Zemplén,,48.09924565,20.698412476709745
Miskolc,3535,Borsod-Abaúj-Zemplén,,48.1141967,20.67165546212408
Miskolc,3558,Borsod-Abaúj-Zemplén,,48.07593108,20.67177275
Ónod,3551,Borsod-Abaúj-Zemplén,,48.005653800000005,20.90407778860648
Muhi,3552,Borsod-Abaúj-Zemplén,,47.974928750000004,20.909151803978958
Kistokaj,3553,Borsod-Abaúj-Zemplén,,48.0359925,20.831199539795747
Bükkaranyos,3554,Borsod-Abaúj-Zemplén,,47.99297775,20.778127073319954
Harsány,3555,Borsod-Abaúj-Zemplén,,47.969894999999994,20.73995350984102
Kisgyőr,3556,Borsod-Abaúj-Zemplén,,48.01218755,20.662731612023148
Bükkszentkereszt,3557,Borsod-Abaúj-Zemplén,,48.06134485,20.603664519138214
Répáshuta,3559,Borsod-Abaúj-Zemplén,,48.049983600000004,20.523570755758918
Felsőzsolca,3561,Borsod-Abaúj-Zemplén,,48.1091373,20.867984352520455
Onga,3562,Borsod-Abaúj-Zemplén,,48.13355075,20.93170960817484
Hernádkak,3563,Borsod-Abaúj-Zemplén,,48.093209,20.979428477730032
Hernádnémeti,3564,Borsod-Abaúj-Zemplén,,48.0849531,21.020399462748365
Tiszalúc,3565,Borsod-Abaúj-Zemplén,,48.040616650000004,21.073905618774965
Alsózsolca,3571,Borsod-Abaúj-Zemplén,,48.0733845,20.907641339303392
Sajólád,3572,Borsod-Abaúj-Zemplén,,48.036505899999995,20.91019515213404
Sajópetri,3573,Borsod-Abaúj-Zemplén,,48.0460604,20.871753747826645
Bőcs,3574,Borsod-Abaúj-Zemplén,,48.05072605,20.971716249020673
Berzék,3575,Borsod-Abaúj-Zemplén,,48.02592555,20.976751728894847
Sajóhídvég,3576,Borsod-Abaúj-Zemplén,,48.00559675,20.96583667306749
Köröm,3577,Borsod-Abaúj-Zemplén,,47.98582075,20.96170206929689
Girincs,3578,Borsod-Abaúj-Zemplén,,47.984872,21.000585307774536
Kesznyéten,3579,Borsod-Abaúj-Zemplén,,47.9752891,21.063686897905825
Tiszaújváros,3580,Borsod-Abaúj-Zemplén,,47.92338895,21.05233156079639
Sajóörös,3586,Borsod-Abaúj-Zemplén,,47.9397134,21.017954927159863
Tiszapalkonya,3587,Borsod-Abaúj-Zemplén,,47.8833189,21.06424976136787
Hejőkürt,3588,Borsod-Abaúj-Zemplén,,47.85943825,21.00007697201194
Tiszatarján,3589,Borsod-Abaúj-Zemplén,,47.8254885,21.01600746442163
Oszlár,3591,Borsod-Abaúj-Zemplén,,47.86273215,21.04405009269788
Nemesbikk,3592,Borsod-Abaúj-Zemplén,,47.8859212,20.973530657243447
Hejőbába,3593,Borsod-Abaúj-Zemplén,,47.909288450000005,20.947556971702543
Hejőpapi,3594,Borsod-Abaúj-Zemplén,,47.8971673,20.89562485892877
Hejőszalonta,3595,Borsod-Abaúj-Zemplén,,47.933146199999996,20.87240628378906
Szakáld,3596,Borsod-Abaúj-Zemplén,,47.94138395,20.917472675406913
Hejőkeresztúr,3597,Borsod-Abaúj-Zemplén,,47.9589706,20.875745633121547
Nagycsécs,3598,Borsod-Abaúj-Zemplén,,47.954504150000005,20.94496296050594
Sajószöged,3599,Borsod-Abaúj-Zemplén,,47.939008799999996,20.980598200475946
Farkaslyuk,3608,Borsod-Abaúj-Zemplén,,48.184831700000004,20.31098863632363
Uppony,3622,Borsod-Abaúj-Zemplén,,48.21581945,20.43916760292732
Borsodszentgyörgy,3623,Borsod-Abaúj-Zemplén,,48.1777127,20.190972520006916
Hangony,3626,Borsod-Abaúj-Zemplén,,48.213720699999996,20.162663245592434
Domaháza,3627,Borsod-Abaúj-Zemplén,,48.1718889,20.107788368287302
Putnok,3630,Borsod-Abaúj-Zemplén,,48.310912,20.450330941298134
Dubicsány,3635,Borsod-Abaúj-Zemplén,,48.3035279,20.49937617437816
Sajógalgóc,3636,Borsod-Abaúj-Zemplén,,48.2841789,20.52568117506712
Nagybarca,3641,Borsod-Abaúj-Zemplén,,48.2424083,20.53623605593699
Bánhorváti,3642,Borsod-Abaúj-Zemplén,,48.22506145,20.494442198261634
Dédestapolcsány,3643,Borsod-Abaúj-Zemplén,,48.170163349999996,20.478022396558018
Tardona,3644,Borsod-Abaúj-Zemplén,,48.17592675,20.54568932513162
Mályinka,3645,Borsod-Abaúj-Zemplén,,48.1386825,20.513411218437845
Nekézseny,3646,Borsod-Abaúj-Zemplén,,48.17386535,20.43011565736535
Csokvaomány,3647,Borsod-Abaúj-Zemplén,,48.17012845,20.361740644713585
Csernely,3648,Borsod-Abaúj-Zemplén,,48.1357236,20.345515382384498
Sajónémeti,3652,Borsod-Abaúj-Zemplén,,48.271813050000006,20.386114730938182
Sajópüspöki,3653,Borsod-Abaúj-Zemplén,,48.27190804999999,20.332412303184405
Bánréve,3654,Borsod-Abaúj-Zemplén,,48.305874,20.360224022169582
Hét,3655,Borsod-Abaúj-Zemplén,,48.2872699,20.38908508981357
Sajóvelezd,3656,Borsod-Abaúj-Zemplén,,48.2543213,20.44690750518531
Királd,3657,Borsod-Abaúj-Zemplén,,48.24112675,20.38028317313868
Borsodbóta,3658,Borsod-Abaúj-Zemplén,,48.21240385,20.39005259658079
Sáta,3659,Borsod-Abaúj-Zemplén,,48.19110365,20.37533149099867
Arló,3663,Borsod-Abaúj-Zemplén,,48.158063850000005,20.284756693989976
Járdánháza,3664,Borsod-Abaúj-Zemplén,,48.14383925,20.233725338286096
Borsodnádasd,3671,Borsod-Abaúj-Zemplén,,48.11478835,20.216351885762442
